CAS Number;Chemical_Name;Chemical Grade;Chemical Analysis;Chemical Purity Mean Op;Chemical Purity Mean(%);Chemical Purity Min Op;Chemical Purity Min(%);Chemical Purity Max Op;Chemical Purity Max(%);Species Scientific Name;Species Common Name;Species Group;Organism Lifestage;Organism Age Mean Op;Organism Age Mean;Organism Age Min Op;Organism Age Min;Organism Age Max Op;Organism Age Max;Age Units;Exposure Type;Media Type;Test Location;Number of Doses;Conc 1 Type (Standardized);Conc 1 Mean Op (Standardized);Conc_1_Mean_(Standardized);Conc 1 Min Op (Standardized);Conc Min 1 (Standardized);Conc 1 Max Op (Standardized);Conc 1 Max (Standardized);Conc 1 Units (Standardized);Conc 2 Type (Standardized);Conc 2 Mean Op (Standardized);Conc 2 Mean (Standardized);Conc 2 Min Op (Standardized);Conc Min 2 (Standardized);Conc 2 Max Op (Standardized);Conc 2 Max (Standardized);Conc 2 Units (Standardized);Conc 3 Type (Standardized);Conc 3 Mean Op (Standardized);Conc 3 Mean (Standardized);Conc 3 Min Op (Standardized);Conc Min 3 (Standardized);Conc 3 Max Op (Standardized);Conc 3 Max (Standardized);Conc 3 Units (Standardized);Effect;Effect Measurement;Endpoint;Response Site;Observed Duration Mean Op (Days);Observed Duration Mean (Days);Observed Duration Min Op (Days);Observed Duration Min (Days);Observed Duration Max Op (Days);Observed Duration Max (Days);Observed Duration Units (Days);BCF 1 Value Op;BCF 1 Value;BCF 1 Min Op;BCF 1 Min;BCF 1 Max Op;BCF 1 Max;BCF 1 Unit;BCF 2 Value Op;BCF 2 Value;BCF 2 Min Op;BCF 2 Min;BCF 2 Max Op;BCF 2 Max;BCF 2 Unit;BCF 3 Value Op;BCF 3 Value;BCF 3 Min Op;BCF 3 Min;BCF 3 Max Op;BCF 3 Max;BCF 3 Unit;Author;Reference Number;Title;Source;Publication Year
60515;O,O-Dimethyl S-[2-(methylamino)-2-oxoethyl]phosphorodithioic acid ester;;Measured;;98;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;;;;;;;;Static;Fresh water;Lab;;Active ingredient;;2.9;;;;;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Canton,J.H., R.C.C. Wegman, A. Van Oers, A.H.M. Tammer, E.A.M. Mathijssen-Spiekman, and H.H. Van den Broek;5180;Environmental Toxicological Research with Dimethoate and Omethoate;Rep.No.121/80, Natl.Inst.Public Health Environ.Hyg.:6 p.;1980
60515;O,O-Dimethyl S-[2-(methylamino)-2-oxoethyl]phosphorodithioic acid ester;;Unmeasured;;10;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";Neonate;<;24;;;;;Hour(s);Static;Fresh water;Lab;;Formulation;;0.88;;0.76;;1.02;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Beusen,J.M., and B. Neven;600;Toxicity of Dimethoate to Daphnia magna and Freshwater Fish;Bull. Environ. Contam. Toxicol.42(1): 126-133;1989
60515;O,O-Dimethyl S-[2-(methylamino)-2-oxoethyl]phosphorodithioic acid ester;Analytical grade;Unmeasured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;<;72;;;;;Hour(s);Static;Fresh water;Lab;;Active ingredient;;;;10;;35;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;0.25;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Devillers,J., T. Meunier, and P. Chambon;17456;Usefulness of the Dosage-Effect-Time Relation in Ecotoxicology for the Determination of Different Chemical Classes of Toxicants (Interet de la Relation Dose-Effet-Temps en Ecotoxicologie pour la Determination des Differ;Tech. Sci. Munic.80:329-334;1985
60515;O,O-Dimethyl S-[2-(methylamino)-2-oxoethyl]phosphorodithioic acid ester;;Unmeasured;;10;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";Neonate;<;24;;;;;Hour(s);Static;Fresh water;Lab;;Formulation;;0.8;;0.7;;0.92;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Beusen,J.M., and B. Neven;600;Toxicity of Dimethoate to Daphnia magna and Freshwater Fish;Bull. Environ. Contam. Toxicol.42(1): 126-133;1989
60515;O,O-Dimethyl S-[2-(methylamino)-2-oxoethyl]phosphorodithioic acid ester;;Unmeasured;;10;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";Neonate;<;24;;;;;Hour(s);Static;Fresh water;Lab;;Formulation;;0.78;;0.68;;0.89;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Beusen,J.M., and B. Neven;600;Toxicity of Dimethoate to Daphnia magna and Freshwater Fish;Bull. Environ. Contam. Toxicol.42(1): 126-133;1989
60515;O,O-Dimethyl S-[2-(methylamino)-2-oxoethyl]phosphorodithioic acid ester;;Unmeasured;;10;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";Neonate;<;24;;;;;Hour(s);Static;Fresh water;Lab;;Formulation;;0.74;;0.65;;0.84;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Beusen,J.M., and B. Neven;600;Toxicity of Dimethoate to Daphnia magna and Freshwater Fish;Bull. Environ. Contam. Toxicol.42(1): 126-133;1989
60515;O,O-Dimethyl S-[2-(methylamino)-2-oxoethyl]phosphorodithioic acid ester;;Unmeasured;;10;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";Neonate;<;24;;;;;Hour(s);Static;Fresh water;Lab;;Formulation;;0.56;;0.48;;0.66;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Beusen,J.M., and B. Neven;600;Toxicity of Dimethoate to Daphnia magna and Freshwater Fish;Bull. Environ. Contam. Toxicol.42(1): 126-133;1989
60515;O,O-Dimethyl S-[2-(methylamino)-2-oxoethyl]phosphorodithioic acid ester;Analytical grade;Unmeasured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;<;72;;;;;Hour(s);Static;Fresh water;Lab;;Active ingredient;;;;35;;100;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;0.0833;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Devillers,J., T. Meunier, and P. Chambon;17456;Usefulness of the Dosage-Effect-Time Relation in Ecotoxicology for the Determination of Different Chemical Classes of Toxicants (Interet de la Relation Dose-Effet-Temps en Ecotoxicologie pour la Determination des Differ;Tech. Sci. Munic.80:329-334;1985
60515;O,O-Dimethyl S-[2-(methylamino)-2-oxoethyl]phosphorodithioic acid ester;;Unmeasured;;99.8;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;<;24;;;;;Hour(s);Aquatic - not reported;Fresh water;Lab;7;Active ingredient;;1.1;;0.9;;1.2;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Andersen,T.H., R. Tjornhoj, L. Wollenberger, T. Slothuus, and A. Baun;92147;Acute and Chronic Effects of Pulse Exposure of Daphnia magna to Dimethoate and Pirimicarb;Environ. Toxicol. Chem.25(5): 1187-1195;2006
60515;O,O-Dimethyl S-[2-(methylamino)-2-oxoethyl]phosphorodithioic acid ester;;Unmeasured;>=;99;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";Neonate;<;24;;;;;Hour(s);Static;Fresh water;Lab;;Active ingredient;;1.5;;1.3;;1.9;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Beusen,J.M., and B. Neven;600;Toxicity of Dimethoate to Daphnia magna and Freshwater Fish;Bull. Environ. Contam. Toxicol.42(1): 126-133;1989
60515;O,O-Dimethyl S-[2-(methylamino)-2-oxoethyl]phosphorodithioic acid ester;;Unmeasured;;98.5;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";Neonate;;;;;;;;Static;Fresh water;Lab;12;Active ingredient;;1.173754368;;1.049959962;;1.299841263;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;1;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Zeng,H.H., C.W. Lei, Y.H. Zhang, Y. Cao, and Z.T. Liu;171472;Prediction of the Joint Toxicity of Five Organophosphorus Pesticides to Daphnia magna;Ecotoxicology23(10): 1870-1877;2014
60515;O,O-Dimethyl S-[2-(methylamino)-2-oxoethyl]phosphorodithioic acid ester;Analytical grade;Unmeasured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;<;72;;;;;Hour(s);Static;Fresh water;Lab;;Active ingredient;;;;3.5;;10;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;1;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Devillers,J., T. Meunier, and P. Chambon;17456;Usefulness of the Dosage-Effect-Time Relation in Ecotoxicology for the Determination of Different Chemical Classes of Toxicants (Interet de la Relation Dose-Effet-Temps en Ecotoxicologie pour la Determination des Differ;Tech. Sci. Munic.80:329-334;1985
60515;O,O-Dimethyl S-[2-(methylamino)-2-oxoethyl]phosphorodithioic acid ester;;Unmeasured;>=;99;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";Neonate;<;24;;;;;Hour(s);Renewal;Fresh water;Lab;;Active ingredient;;0.19;;0.15;;0.24;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;23;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Beusen,J.M., and B. Neven;600;Toxicity of Dimethoate to Daphnia magna and Freshwater Fish;Bull. Environ. Contam. Toxicol.42(1): 126-133;1989
60515;O,O-Dimethyl S-[2-(methylamino)-2-oxoethyl]phosphorodithioic acid ester;;Unmeasured;>=;99;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";Neonate;<;24;;;;;Hour(s);Static;Fresh water;Lab;;Active ingredient;;1.8;;1.6;;2.1;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Beusen,J.M., and B. Neven;600;Toxicity of Dimethoate to Daphnia magna and Freshwater Fish;Bull. Environ. Contam. Toxicol.42(1): 126-133;1989
60515;O,O-Dimethyl S-[2-(methylamino)-2-oxoethyl]phosphorodithioic acid ester;;Unmeasured;;10;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";Neonate;<;24;;;;;Hour(s);Renewal;Fresh water;Lab;;Formulation;;0.11;;0.08;;0.14;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;23;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Beusen,J.M., and B. Neven;600;Toxicity of Dimethoate to Daphnia magna and Freshwater Fish;Bull. Environ. Contam. Toxicol.42(1): 126-133;1989
60515;O,O-Dimethyl S-[2-(methylamino)-2-oxoethyl]phosphorodithioic acid ester;Analytical grade;Unmeasured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;<;72;;;;;Hour(s);Static;Fresh water;Lab;;Active ingredient;;;;10;;35;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;0.1667;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Devillers,J., T. Meunier, and P. Chambon;17456;Usefulness of the Dosage-Effect-Time Relation in Ecotoxicology for the Determination of Different Chemical Classes of Toxicants (Interet de la Relation Dose-Effet-Temps en Ecotoxicologie pour la Determination des Differ;Tech. Sci. Munic.80:329-334;1985
60515;O,O-Dimethyl S-[2-(methylamino)-2-oxoethyl]phosphorodithioic acid ester;;Unmeasured;>=;99;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";Neonate;<;24;;;;;Hour(s);Renewal;Fresh water;Lab;;Active ingredient;;0.11;;0.09;;0.13;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;23;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Beusen,J.M., and B. Neven;600;Toxicity of Dimethoate to Daphnia magna and Freshwater Fish;Bull. Environ. Contam. Toxicol.42(1): 126-133;1989
60515;O,O-Dimethyl S-[2-(methylamino)-2-oxoethyl]phosphorodithioic acid ester;;Unmeasured;;99.8;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;<;24;;;;;Hour(s);Aquatic - not reported;Fresh water;Lab;7;Active ingredient;;1.6;;1.5;;1.8;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;1;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Andersen,T.H., R. Tjornhoj, L. Wollenberger, T. Slothuus, and A. Baun;92147;Acute and Chronic Effects of Pulse Exposure of Daphnia magna to Dimethoate and Pirimicarb;Environ. Toxicol. Chem.25(5): 1187-1195;2006
60515;O,O-Dimethyl S-[2-(methylamino)-2-oxoethyl]phosphorodithioic acid ester;;Measured;;98;;;;;Oryzias latipes;Japanese Medaka;"Fish; Standard Test Species";;;;;28;;35;Day(s);Static;Fresh water;Lab;;Active ingredient;;105;;;;;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;1;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Canton,J.H., R.C.C. Wegman, A. Van Oers, A.H.M. Tammer, E.A.M. Mathijssen-Spiekman, and H.H. Van den Broek;5180;Environmental Toxicological Research with Dimethoate and Omethoate;Rep.No.121/80, Natl.Inst.Public Health Environ.Hyg.:6 p.;1980
60515;O,O-Dimethyl S-[2-(methylamino)-2-oxoethyl]phosphorodithioic acid ester;;Measured;;98;;;;;Oryzias latipes;Japanese Medaka;"Fish; Standard Test Species";;;;;28;;35;Day(s);Static;Fresh water;Lab;;Active ingredient;;108;;;;;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;4;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Canton,J.H., R.C.C. Wegman, A. Van Oers, A.H.M. Tammer, E.A.M. Mathijssen-Spiekman, and H.H. Van den Broek;5180;Environmental Toxicological Research with Dimethoate and Omethoate;Rep.No.121/80, Natl.Inst.Public Health Environ.Hyg.:6 p.;1980
60515;O,O-Dimethyl S-[2-(methylamino)-2-oxoethyl]phosphorodithioic acid ester;;Measured;;98;;;;;Oryzias latipes;Japanese Medaka;"Fish; Standard Test Species";;;;;28;;35;Day(s);Static;Fresh water;Lab;;Active ingredient;;128;;;;;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Canton,J.H., R.C.C. Wegman, A. Van Oers, A.H.M. Tammer, E.A.M. Mathijssen-Spiekman, and H.H. Van den Broek;5180;Environmental Toxicological Research with Dimethoate and Omethoate;Rep.No.121/80, Natl.Inst.Public Health Environ.Hyg.:6 p.;1980
60515;O,O-Dimethyl S-[2-(methylamino)-2-oxoethyl]phosphorodithioic acid ester;;Measured;;98;;;;;Oryzias latipes;Japanese Medaka;"Fish; Standard Test Species";;;;;28;;35;Day(s);Static;Fresh water;Lab;;Active ingredient;;118;;;;;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;3;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Canton,J.H., R.C.C. Wegman, A. Van Oers, A.H.M. Tammer, E.A.M. Mathijssen-Spiekman, and H.H. Van den Broek;5180;Environmental Toxicological Research with Dimethoate and Omethoate;Rep.No.121/80, Natl.Inst.Public Health Environ.Hyg.:6 p.;1980
60515;O,O-Dimethyl S-[2-(methylamino)-2-oxoethyl]phosphorodithioic acid ester;;Unmeasured;;99.5;;;;;Chironomus tentans;Midge;"Insects/Spiders; Standard Test Species";Larva;;4;;;;;Instar;Static;Fresh water;Lab;6;Active ingredient;;0.2489;;0.1887;;0.3388;AI mg/L;;;;;;;;;;;;;;;;;Mortality;Mortality;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Anderson,T.D.;100904;Toxicological, Biochemical, and Molecular Effects of Atrazine to the Aquatic Midge Chironomus tentans (Diptera:  Chironomidae);Ph.D. Thesis, Kansas State University, Manhattan, KS:155 p.;2006
60515;O,O-Dimethyl S-[2-(methylamino)-2-oxoethyl]phosphorodithioic acid ester;;Unmeasured;;99.5;;;;;Chironomus tentans;Midge;"Insects/Spiders; Standard Test Species";Larva;;;;;;;;Static;Fresh water;Lab;6;Active ingredient;;0.2489;;;;;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Anderson,T.D., and K.Y. Zhu;74947;Synergistic and Antagonistic Effects of Atrazine on the Toxicity of Organophosphorodithioate and Organophosphorothioate Insecticides to Chironomus tentans (Diptera: Chironomidae);Pestic. Biochem. Physiol.80(1): 54-64;2004
60571;(1aR,2R,2aS,3S,6R,6aR,7S,7aS)-rel-3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-2,7:3,6-dimethanonaphth[2,3-b]oxirene ;;;;85;;;;;Daphnia pulex;Water Flea;"Crustaceans; Standard Test Species";Larva;;1;;;;;Instar;Static;Fresh water;Lab;;Active ingredient;;0.25;;0.22;;0.29;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Mayer,F.L.,Jr., and M.R. Ellersieck;6797;Manual of Acute Toxicity: Interpretation and Data Base for 410 Chemicals and 66 Species of Freshwater Animals;USDI Fish and Wildlife Service, Publication No.160, Washington, DC:505 p.;1986
60571;(1aR,2R,2aS,3S,6R,6aR,7S,7aS)-rel-3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-2,7:3,6-dimethanonaphth[2,3-b]oxirene ;;Measured;;99.5;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";Neonate;<;24;;;;;Hour(s);Renewal;Fresh water;Lab;;Active ingredient;;0.0795;;0.074;;0.0854;AI mg/L;;;;;;;;;;;;;;;;;Mortality;Mortality;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Brooke,L.T.;61182;Conducting Toxicity Tests with Freshwater Organisms Exposed to Dieldrin, Fluoranthene and Phenanthrene;U.S.EPA Contract No.68-C1-0034, Work Assignment No.5, to R.L.Spehar, U.S.EPA, Duluth, MN:18 p.;1993
60571;(1aR,2R,2aS,3S,6R,6aR,7S,7aS)-rel-3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-2,7:3,6-dimethanonaphth[2,3-b]oxirene ;;Unmeasured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;;;;;;;;Static;Fresh water;Lab;;Formulation;;0.145;;;;;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;1.0833;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Crosby,D.G., R.K. Tucker, and N. Aharonson;7984;The Detection of Acute Toxicity with Daphnia magna;Food Cosmet. Toxicol.4:503-514;1966
60571;(1aR,2R,2aS,3S,6R,6aR,7S,7aS)-rel-3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-2,7:3,6-dimethanonaphth[2,3-b]oxirene ;;Unmeasured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;;;;;;;;Static;Fresh water;Lab;;Formulation;;4;;;;;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;1.0833;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Crosby,D.G., R.K. Tucker, and N. Aharonson;7984;The Detection of Acute Toxicity with Daphnia magna;Food Cosmet. Toxicol.4:503-514;1966
60571;(1aR,2R,2aS,3S,6R,6aR,7S,7aS)-rel-3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-2,7:3,6-dimethanonaphth[2,3-b]oxirene ;;Unmeasured;;99.9;;;;;Daphnia pulex;Water Flea;"Crustaceans; Standard Test Species";Neonate;;24;;;;;Hour(s);Static;Fresh water;Lab;;Active ingredient;;0.251;;0.2174;;0.2901;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Allan,J.D., and R.E. Daniels;5582;Sublethal Effects of Pollutants: Test of the Usefulness of Life Table for Evaluating the Impact of Chronic Toxicity;Tech.Rep.No.57, Water Resour.Res.Cen., University of Maryland, College Park, MD:69 p.;1980
60571;(1aR,2R,2aS,3S,6R,6aR,7S,7aS)-rel-3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-2,7:3,6-dimethanonaphth[2,3-b]oxirene ;Technical grade, technical product, technical formulation;;;100;;;;;Micropterus salmoides;Largemouth Bass;Fish;;;;;;;;;;Salt water;Lab;;Active ingredient;;0.024;;;;;AI mg/L;;;;;;;;;;;;;;;;;Mortality;Mortality;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Hansen,D.J.;14574;Unpublished Data on the Consent Decree Chemicals;February 22 Memo to W.A.Brungs, U.S.EPA, Gulf Breeze, FL:81 p.;1980
60571;(1aR,2R,2aS,3S,6R,6aR,7S,7aS)-rel-3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-2,7:3,6-dimethanonaphth[2,3-b]oxirene ;;Measured;;;;;;;Lepomis macrochirus;Bluegill;"Fish; Standard Test Species";;;;;;;;;;Fresh water;Lab;;Active ingredient;;0.006;;;;;AI mg/L;;;;;;;;;;;;;;;;;Mortality;Mortality;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Cope,O.B.;10337;Contamination of the Freshwater Ecosystem by Pesticides;J. Appl. Ecol.3:33-44;1966
60571;(1aR,2R,2aS,3S,6R,6aR,7S,7aS)-rel-3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-2,7:3,6-dimethanonaphth[2,3-b]oxirene ;;Measured;;;;;;;Oncorhynchus mykiss;Rainbow Trout;"Fish; Standard Test Species; U.S. Threatened and Endangered Species";;;;;;;;;;Fresh water;Lab;;Active ingredient;;0.005;;;;;AI mg/L;;;;;;;;;;;;;;;;;Mortality;Mortality;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Cope,O.B.;10337;Contamination of the Freshwater Ecosystem by Pesticides;J. Appl. Ecol.3:33-44;1966
60571;(1aR,2R,2aS,3S,6R,6aR,7S,7aS)-rel-3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-2,7:3,6-dimethanonaphth[2,3-b]oxirene ;;Measured;;;;;;;Pteronarcys californica;Stonefly;Insects/Spiders;Nymph;;;;;;;;;Fresh water;Lab;;Active ingredient;;0.001;;;;;AI mg/L;;;;;;;;;;;;;;;;;Mortality;Mortality;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Cope,O.B.;10337;Contamination of the Freshwater Ecosystem by Pesticides;J. Appl. Ecol.3:33-44;1966
60571;(1aR,2R,2aS,3S,6R,6aR,7S,7aS)-rel-3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-2,7:3,6-dimethanonaphth[2,3-b]oxirene ;;Measured;>;99;;;;;Chironomus riparius;Midge;"Insects/Spiders; Standard Test Species";Instar;;4;;;;;Instar;Static;Fresh water;Lab;;Active ingredient;;0.0005;;0.0004;;0.0006;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;1;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Estenik,J.F., and W.J. Collins;6830;In Vivo and In Vitro Studies of Mixed-Function Oxidase in an Aquatic Insect, Chironomus riparius;ACS Symp. Ser.99:349-370;1979
60571;(1aR,2R,2aS,3S,6R,6aR,7S,7aS)-rel-3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-2,7:3,6-dimethanonaphth[2,3-b]oxirene ;Analytical grade;Unmeasured;;98;;;;;Chironomus riparius;Midge;"Insects/Spiders; Standard Test Species";Larva;;4;;;;;Instar;Static;Fresh water;Lab;;Active ingredient;;0.0005;;0.0001;;0.0009;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;1;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Lydy,M.J., K.A. Bruner, D.M. Fry, and S.W. Fisher;18935;Effects of Sediment and the Route of Exposure on the Toxicity and Accumulation of Neutral Lipophilic and Moderately Water-Soluble Metabolizable Compounds in the Midge, Chironomus riparius;ASTM Spec. Tech. Publ.13:140-164;1990
60571;(1aR,2R,2aS,3S,6R,6aR,7S,7aS)-rel-3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-2,7:3,6-dimethanonaphth[2,3-b]oxirene ;Analytical grade;Unmeasured;;98;;;;;Chironomus riparius;Midge;"Insects/Spiders; Standard Test Species";Larva;;4;;;;;Instar;Static;Fresh water;Lab;;Active ingredient;;0.008;;0.0042;;0.0102;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;1;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Lydy,M.J., K.A. Bruner, D.M. Fry, and S.W. Fisher;18935;Effects of Sediment and the Route of Exposure on the Toxicity and Accumulation of Neutral Lipophilic and Moderately Water-Soluble Metabolizable Compounds in the Midge, Chironomus riparius;ASTM Spec. Tech. Publ.13:140-164;1990
60571;(1aR,2R,2aS,3S,6R,6aR,7S,7aS)-rel-3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-2,7:3,6-dimethanonaphth[2,3-b]oxirene ;Analytical grade;Unmeasured;;98;;;;;Chironomus riparius;Midge;"Insects/Spiders; Standard Test Species";Larva;;4;;;;;Instar;Static;Fresh water;Lab;;Active ingredient;;0.0047;;0.0013;;0.0058;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;1;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Lydy,M.J., K.A. Bruner, D.M. Fry, and S.W. Fisher;18935;Effects of Sediment and the Route of Exposure on the Toxicity and Accumulation of Neutral Lipophilic and Moderately Water-Soluble Metabolizable Compounds in the Midge, Chironomus riparius;ASTM Spec. Tech. Publ.13:140-164;1990
60571;(1aR,2R,2aS,3S,6R,6aR,7S,7aS)-rel-3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-2,7:3,6-dimethanonaphth[2,3-b]oxirene ;;Unmeasured;>;99;;;;;Chironomus tentans;Midge;"Insects/Spiders; Standard Test Species";Larva;;4;;;;;Instar;Static;Fresh water;Lab;;Active ingredient;>;0.56;;;;;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;3;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Hansen,C.R.,Jr., and J.A. Kawatski;7796;Application of 24-Hour Postexposure Observation to Acute Toxicity Studies with Invertebrates;J. Fish. Res. Board Can.33(5): 1198-1201;1976
